"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Rpl14";4,85109270980496e-12;1,45263143829155;0,223;0,086;9,07639446004508e-08;"P7";"Rpl14"
"Rps25";6,00485890404867e-12;1,63231321770203;0,199;0,071;1,12350910094751e-07;"P7";"Rps25"
"Rprm";6,62961301663558e-12;4,29478083893158;0,077;0,004;1,24040059541252e-07;"P7";"Rprm"
"Trim67";7,12728253296387e-12;7,9226822212903;0,056;0;1,33351456191754e-07;"P7";"Trim67"
"Srgap1";7,52888642730441e-12;2,71306288645942;0,093;0,011;1,40865465054865e-07;"P7";"Srgap1"
"Fxyd7";7,82863268373764e-12;1,816560051014;0,181;0,06;1,46473717512731e-07;"P7";"Fxyd7"
"Rps7";8,14997875137952e-12;1,34450068172861;0,267;0,136;1,52486102438311e-07;"P7";"Rps7"
"Gnb1";9,38094402404469e-12;1,48930392826282;0,235;0,119;1,75517462689876e-07;"P7";"Gnb1"
"C1qtnf4";9,51583558433869e-12;1,70523496164716;0,203;0,086;1,78041283782977e-07;"P7";"C1qtnf4"
"Las1l";1,10640007042229e-11;1,57668972570108;0,212;0,086;2,07007453176011e-07;"P7";"Las1l"
"Ywhaq";1,19863268266289e-11;2,09909467629668;0,152;0,05;2,24264174926226e-07;"P7";"Ywhaq"
"Snrpn";1,23396721061373e-11;1,30885741536654;0,276;0,151;2,30875265105829e-07;"P7";"Snrpn"
"Pcdh17";1,34072030960789e-11;1,34751580604995;0,27;0,129;2,50848769927637e-07;"P7";"Pcdh17"
"Rpl8";1,50626399830908e-11;1,58346838529889;0,224;0,095;2,8182199408363e-07;"P7";"Rpl8"
"Cnih2";1,67180600091738e-11;1,83284798195456;0,188;0,075;3,12794902771642e-07;"P7";"Cnih2"
"Rpl36a";1,7544870327112e-11;2,0277707223501;0,163;0,054;3,28264523820266e-07;"P7";"Rpl36a"
"Wdr6";1,75512263493423e-11;3,86215196463748;0,085;0,009;3,28383444996194e-07;"P7";"Wdr6"
"Gpsm1";1,77101257559964e-11;2,70863953689862;0,116;0,026;3,31356452894693e-07;"P7";"Gpsm1"
"Nrxn1";2,02702352724288e-11;0,580788520785804;0,665;0,537;3,79256101947143e-07;"P7";"Nrxn1"
"Rpl28";2,03143490134699e-11;1,29909176198892;0,262;0,147;3,80081470042023e-07;"P7";"Rpl28"
"mt-Co3";2,0350218050298e-11;0,359519956541225;0,974;0,918;3,80752579721076e-07;"P7";"mt-Co3"
"Ppp1r14b";2,04248532350097e-11;2,26525273710341;0,135;0,034;3,82149004027032e-07;"P7";"Ppp1r14b"
"Pgm2l1";2,05791351508084e-11;1,0575571463019;0,367;0,235;3,85035618671626e-07;"P7";"Pgm2l1"
"Slc35f1";2,11472607667437e-11;2,49822928100762;0,114;0,022;3,95665248945775e-07;"P7";"Slc35f1"
"Adcyap1r1";2,5179009993121e-11;3,8077017284715;0,073;0,004;4,71099276971294e-07;"P7";"Adcyap1r1"
"Calm3";2,58837957691759e-11;1,21756589173265;0,309;0,164;4,84285818841282e-07;"P7";"Calm3"
"mt-Co2";2,66528368477961e-11;0,454577258408829;0,958;0,909;4,98674577422265e-07;"P7";"mt-Co2"
"Pcbp4";2,68089657614708e-11;1,22017793192831;0,282;0,144;5,01595749397118e-07;"P7";"Pcbp4"
"Bean1";2,93897497771991e-11;4,26860935482427;0,077;0,006;5,49882218331395e-07;"P7";"Bean1"
"B4galt6";3,41804066128121e-11;1,74887425794511;0,186;0,069;6,39515407725714e-07;"P7";"B4galt6"
"Frmd3";3,59058301206173e-11;3,44160276744012;0,072;0,004;6,71798081556749e-07;"P7";"Frmd3"
"Crip2";3,87767705052987e-11;2,41399012042351;0,124;0,03;7,25513376154138e-07;"P7";"Crip2"
"mt-Nd3";3,91155371883759e-11;0,542040484921462;0,595;0,422;7,31851700794513e-07;"P7";"mt-Nd3"
"Rps3";4,42959855920183e-11;1,51797972732193;0,218;0,093;8,28777890426663e-07;"P7";"Rps3"
"Uqcrq";4,76055798190593e-11;1,68025903587614;0,18;0,062;8,90700398414599e-07;"P7";"Uqcrq"
"Nav2";5,10228094025144e-11;0,871984652088767;0,416;0,269;9,54636763921045e-07;"P7";"Nav2"
"Eif4g2";6,1976551430017e-11;1,22770655723596;0,288;0,162;1,15958127725562e-06;"P7";"Eif4g2"
"Cd200";9,47595472355516e-11;2,04014434897604;0,145;0,043;1,77295112877717e-06;"P7";"Cd200"
"Serf1";9,8892022738318e-11;4,31981089613815;0,074;0,006;1,85026974543393e-06;"P7";"Serf1"
"Lypd1";1,0094055860432e-10;3,15236053311762;0,101;0,022;1,88859785148683e-06;"P7";"Lypd1"
"Cic";1,0713840636237e-10;2,14299855670205;0,139;0,047;2,00455958303995e-06;"P7";"Cic"
"Adgrl2";1,24661031499143e-10;0,940985802434031;0,379;0,237;2,33240789934897e-06;"P7";"Adgrl2"
"Nexmif";1,28475376347125e-10;2,09863465087513;0,133;0,034;2,40377429145471e-06;"P7";"Nexmif"
"mt-Atp6";1,30018789243671e-10;0,39254574160995;0,961;0,901;2,43265154674909e-06;"P7";"mt-Atp6"
"Cpe";1,39581013864057e-10;0,976260291264063;0,337;0,192;2,61156076939651e-06;"P7";"Cpe"
"Rasgrf2";1,50526680541855e-10;2,68714267041078;0,096;0,015;2,81635419293811e-06;"P7";"Rasgrf2"
"Pcsk1n";1,54342841616751e-10;1,07438746409027;0,365;0,246;2,88775456664941e-06;"P7";"Pcsk1n"
"Fam171a2";1,58257516111279e-10;1,63425372161325;0,191;0,078;2,96099812644203e-06;"P7";"Fam171a2"
"Tecr";1,68063910500818e-10;0,847704471547329;0,402;0,256;3,1444757654703e-06;"P7";"Tecr"
"Evl";1,78497318006642e-10;1,84270852748691;0,161;0,058;3,33968481990427e-06;"P7";"Evl"
"Vldlr";1,8148372846949e-10;1,72040254011514;0,159;0,052;3,39556055966416e-06;"P7";"Vldlr"
"Cd47";1,93467231383799e-10;1,031056131182;0,329;0,209;3,61977189919088e-06;"P7";"Cd47"
"Caly";2,67570642002877e-10;1,23822391448865;0,226;0,099;5,00624671187384e-06;"P7";"Caly"
"Thbs3";2,70783064363358e-10;2,82845900730714;0,079;0,009;5,06635113423843e-06;"P7";"Thbs3"
"Tmem150a";2,78653327672259e-10;2,34876810608426;0,126;0,037;5,21360376074797e-06;"P7";"Tmem150a"
"Colgalt1";3,01203056505733e-10;1,93164805294528;0,146;0,065;5,63550918722227e-06;"P7";"Colgalt1"
"Nefl";3,07597640416924e-10;1,33441933990127;0,265;0,153;5,75515185220064e-06;"P7";"Nefl"
"Cd99l2";3,56861809571316e-10;1,73792552514792;0,156;0,067;6,67688445707932e-06;"P7";"Cd99l2"
"mt-Nd4";3,90619393393776e-10;0,519443147599753;0,859;0,778;7,30848885039755e-06;"P7";"mt-Nd4"
"Ap2a2";4,52343311376355e-10;1,47217477001338;0,212;0,097;8,4633433558516e-06;"P7";"Ap2a2"
"Rps15";4,76250383326067e-10;1,10369443582552;0,291;0,157;8,91064467203072e-06;"P7";"Rps15"
"Arpc5";4,96749180682881e-10;1,56255123727853;0,194;0,084;9,29417717057669e-06;"P7";"Arpc5"
"Rpl26";5,03424496093923e-10;1,60668847619341;0,186;0,088;9,41907232191729e-06;"P7";"Rpl26"
"Tcerg1l";5,12820283867168e-10;1,36192984219839;0,221;0,103;9,59486751115471e-06;"P7";"Tcerg1l"
"Klf6";5,25548582403549e-10;1,43518258319344;0,186;0,071;9,83301397677041e-06;"P7";"Klf6"
"Sez6";5,37687748562854e-10;0,926514065815507;0,338;0,196;1,0060137775611e-05;"P7";"Sez6"
"Mapre2";5,47158861253596e-10;1,6494184316126;0,182;0,091;1,02373422940548e-05;"P7";"Mapre2"
"Gnai1";6,42260679201854e-10;1,71081207884343;0,164;0,06;1,20166973078667e-05;"P7";"Gnai1"
"Lingo1";6,75185693631823e-10;0,915158805039225;0,395;0,272;1,26327243278514e-05;"P7";"Lingo1"
"Rack1";7,86465374758887e-10;1,51540933895274;0,188;0,08;1,47147671617388e-05;"P7";"Rack1"
"Prdx2";8,63891777971526e-10;1,52913963571053;0,201;0,095;1,61634151658473e-05;"P7";"Prdx2"
"Vstm2b";8,63892655156624e-10;2,19217140740316;0,091;0,015;1,61634315779804e-05;"P7";"Vstm2b"
"Ppp2r1a";1,02356936227489e-09;1,80399801751875;0,149;0,05;1,91509827681631e-05;"P7";"Ppp2r1a"
"Atat1";1,13402546346495e-09;1,86074391915097;0,142;0,045;2,12176164214291e-05;"P7";"Atat1"
"Rps27a";1,14129904687511e-09;1,08749522884391;0,287;0,151;2,13537051670334e-05;"P7";"Rps27a"
"Rps2";1,19131784146595e-09;1,1547340408514;0,253;0,125;2,22895568138279e-05;"P7";"Rps2"
"Psd";1,27139540114916e-09;1,31450614896524;0,231;0,116;2,37878079555008e-05;"P7";"Psd"
"mt-Nd5";1,27748574168075e-09;0,719557752991431;0,498;0,36;2,39017582268469e-05;"P7";"mt-Nd5"
"Panx1";1,28671747978031e-09;4,21795818746763;0,057;0,002;2,40744840466895e-05;"P7";"Panx1"
"Slc16a2";1,29940283464323e-09;1,77905619137899;0,164;0,062;2,43118270361748e-05;"P7";"Slc16a2"
"Slc25a4";1,32238871870595e-09;0,884292449139067;0,374;0,246;2,47418929269883e-05;"P7";"Slc25a4"
"Gucy1a1";1,38170961185837e-09;2,04807747467913;0,131;0,041;2,585178683787e-05;"P7";"Gucy1a1"
"Lsm11";1,39130569858348e-09;2,0874664169708;0,136;0,045;2,6031329620497e-05;"P7";"Lsm11"
"C530008M17Rik";1,39993982704057e-09;2,9981610460656;0,085;0,013;2,6192874163929e-05;"P7";"C530008M17Rik"
"Rpl11";1,56111285491943e-09;1,32600123547245;0,233;0,119;2,92084215155425e-05;"P7";"Rpl11"
"Chchd2";1,68085961897771e-09;1,23518981160854;0,266;0,147;3,14488834710729e-05;"P7";"Chchd2"
"Tulp4";1,788741809283e-09;1,19092378536326;0,271;0,159;3,3467359251685e-05;"P7";"Tulp4"
"2900097C17Rik";1,81319092904571e-09;1,14809765025035;0,3;0,185;3,39248022824452e-05;"P7";"2900097C17Rik"
"Neto2";1,90278339128548e-09;2,54644619756697;0,097;0,019;3,56010772509514e-05;"P7";"Neto2"
"Ubb";1,99288798276534e-09;1,53892415595951;0,2;0,095;3,72869341575395e-05;"P7";"Ubb"
"Atp6v0e2";2,11637429063527e-09;1,47133631669648;0,185;0,082;3,95973629777858e-05;"P7";"Atp6v0e2"
"Rps23";2,26211278408721e-09;1,20539904405751;0,253;0,136;4,23241301902717e-05;"P7";"Rps23"
"Rps11";2,29695416535529e-09;1,1613934260073;0,265;0,147;4,29760124337976e-05;"P7";"Rps11"
"Cdk5r2";2,33682757075403e-09;1,73378539428664;0,152;0,062;4,37220438488079e-05;"P7";"Cdk5r2"
"Pnck";2,34442693140286e-09;1,60335673569918;0,141;0,045;4,38642278865474e-05;"P7";"Pnck"
"Inpp5f";2,48713990332706e-09;1,54613359463993;0,179;0,073;4,65343875912494e-05;"P7";"Inpp5f"
"Islr2";2,54357895247137e-09;3,4042968508163;0,068;0,006;4,75903622007393e-05;"P7";"Islr2"
"Prkar2b";2,60616213307782e-09;1,68456589680051;0,111;0,028;4,8761293509886e-05;"P7";"Prkar2b"
"Fgf13";2,61400005167305e-09;2,48412858234366;0,101;0,024;4,89079409668028e-05;"P7";"Fgf13"
"Tmem191c";2,93610582885583e-09;0,948269942883901;0,336;0,2;5,49345400578925e-05;"P7";"Tmem191c"
"Cacna1g";3,16951977316012e-09;1,14374803347735;0,247;0,123;5,93017149558258e-05;"P7";"Cacna1g"
"Gpc1";3,33897115306008e-09;1,48020099006373;0,183;0,078;6,24721502737542e-05;"P7";"Gpc1"
"Eif3f";3,44163426833056e-09;2,1087754957026;0,128;0,041;6,43929771604648e-05;"P7";"Eif3f"
"Rtn3";3,56889705137523e-09;0,676774587352195;0,493;0,388;6,67740638312305e-05;"P7";"Rtn3"
"Rala";3,96381997635513e-09;1,69319124960831;0,154;0,058;7,41630717576046e-05;"P7";"Rala"
"Kif1b";4,10680144923773e-09;0,602183492448599;0,56;0,431;7,68382551152379e-05;"P7";"Kif1b"
"Gpr27";4,56004659212769e-09;3,25856957832312;0,079;0,013;8,5318471738709e-05;"P7";"Gpr27"
"Mtss1";5,65477461947773e-09;1,44650586053044;0,177;0,071;0,000105800833130428;"P7";"Mtss1"
"Ptprk";5,67417078840587e-09;1,63214491908657;0,163;0,065;0,000106163735451074;"P7";"Ptprk"
"Rims3";5,77951199208517e-09;7,37312317805686;0,041;0;0,000108134669371913;"P7";"Rims3"
"Rps3a1";5,82399863697287e-09;1,15480343184126;0,281;0,159;0,000108967014497762;"P7";"Rps3a1"
"Dcaf15";6,18336669972342e-09;2,57515530843519;0,089;0,017;0,000115690790951825;"P7";"Dcaf15"
"Pea15a";6,93103800991905e-09;2,37665142593053;0,102;0,026;0,000129679721165585;"P7";"Pea15a"
"Rps21";7,07292632550733e-09;1,37116963286061;0,217;0,106;0,000132334451550242;"P7";"Rps21"
"Orai2";7,2185364157011e-09;7,50645423636699;0,041;0;0,000135058816337768;"P7";"Orai2"
"Stub1";7,73567297176535e-09;1,43364067035777;0,189;0,086;0,00014473444130173;"P7";"Stub1"
"Txn1";8,03785884890609e-09;2,23374312986075;0,094;0,019;0,000150388339063033;"P7";"Txn1"
"Daam1";8,47621036236636e-09;2,02518704820789;0,122;0,039;0,000158589895879875;"P7";"Daam1"
"Hint1";8,51781106565813e-09;1,31657797253899;0,217;0,11;0,000159368245038464;"P7";"Hint1"
"Prmt2";8,87209081524973e-09;1,88398929149065;0,125;0,039;0,000165996819153322;"P7";"Prmt2"
"Olfm2";8,98247164396514e-09;1,9222144003987;0,12;0,034;0,000168062044458588;"P7";"Olfm2"
"Abca3";9,00317727255266e-09;1,0159332809484;0,231;0,149;0,00016844944676946;"P7";"Abca3"
"Cox5a";9,29061369131844e-09;1,47458411745058;0,17;0,069;0,000173827382164568;"P7";"Cox5a"
"Syt5";9,39776823493648e-09;1,75667905156053;0,141;0,052;0,000175832243675661;"P7";"Syt5"
"Smarcd3";9,47651633476693e-09;2,16119422536054;0,093;0,019;0,000177305620623489;"P7";"Smarcd3"
"Bex1";1,01847051243345e-08;2,61462551873541;0,087;0,017;0,000190555832876299;"P7";"Bex1"
"Rpl37";1,04959228147241e-08;1,05512952951205;0,291;0,177;0,000196378715863487;"P7";"Rpl37"
"Ptn";1,13221000073325e-08;1,21809434415921;0,257;0,14;0,000211836491137191;"P7";"Ptn"
"Arxes1";1,20457360068013e-08;2,23316678569972;0,074;0,011;0,000225375720687252;"P7";"Arxes1"
"Pebp1";1,2255450515513e-08;1,27336558070853;0,241;0,144;0,000229299479145249;"P7";"Pebp1"
"2900079G21Rik";1,28194632738671e-08;4,0157229975461;0,052;0,002;0,000239852157854054;"P7";"2900079G21Rik"
"Clcn4";1,30180057780964e-08;1,06110433507728;0,275;0,172;0,000243566888108184;"P7";"Clcn4"
"Dnaja1";1,31332004068023e-08;1,06860885074685;0,28;0,164;0,000245722179611271;"P7";"Dnaja1"
"Gpr12";1,40604327958727e-08;7,37288534257783;0,039;0;0,000263070697610777;"P7";"Gpr12"
"St3gal1";1,46327183466144e-08;3,59918914692827;0,064;0,006;0,000273778160265156;"P7";"St3gal1"
"B3gat1";1,51002677776949e-08;0,70872683561446;0,418;0,33;0,000282526010120671;"P7";"B3gat1"
"Tbc1d16";1,52250036655156e-08;5,06496911869923;0,055;0,004;0,000284859818581798;"P7";"Tbc1d16"
"Scn9a";1,66441768159676e-08;2,43343831696113;0,078;0,013;0,000311412548226753;"P7";"Scn9a"
"Rpl18a";1,70399853259249e-08;1,17314109635351;0,231;0,125;0,000318818125448054;"P7";"Rpl18a"
"Gapdh";2,0087140182794e-08;1,00389395507539;0,306;0,196;0,000375830392820076;"P7";"Gapdh"
"mt-Nd1";2,15789018365757e-08;0,407101857363323;0,879;0,802;0,000403741253362331;"P7";"mt-Nd1"
"Caskin1";2,16277998168562e-08;1,36389617307945;0,19;0,091;0,000404656134573379;"P7";"Caskin1"
"Tenm3";2,44438130438197e-08;2,6378196024093;0,077;0,013;0,000457343742049867;"P7";"Tenm3"
"Ddah1";2,52899790573038e-08;2,44771733859657;0,092;0,022;0,000473175508162154;"P7";"Ddah1"
"Spock1";2,61324575175384e-08;1,94631558964322;0,119;0,037;0,000488938280153143;"P7";"Spock1"
"Ids";2,61413518565573e-08;1,42436361344983;0,175;0,073;0,000489104693236187;"P7";"Ids"
"Ywhah";2,68487826223877e-08;1,05144825223844;0,251;0,168;0,000502340722864875;"P7";"Ywhah"
"Ldb2";2,7332985072405e-08;1,7467189028874;0,128;0,043;0,000511400150704698;"P7";"Ldb2"
"Draxin";2,73763260943122e-08;7,27176157855262;0,038;0;0,00051221106122458;"P7";"Draxin"
"Hcfc1r1";2,86344604806179e-08;2,14721568358012;0,11;0,032;0,000535750755592361;"P7";"Hcfc1r1"
"Gmip";3,06378389326388e-08;2,36665392869412;0,086;0,017;0,000573233966429671;"P7";"Gmip"
"Rnf152";3,19730409705191e-08;1,89675394391627;0,126;0,045;0,000598215596558412;"P7";"Rnf152"
"H3f3b";3,25560338447205e-08;1,40260472715866;0,18;0,086;0,000609123393234721;"P7";"H3f3b"
"Ctxn1";3,45016794046663e-08;1,16450157982558;0,238;0,138;0,000645526421661307;"P7";"Ctxn1"
"Eif5a";3,49010422247599e-08;1,45193930156184;0,168;0,071;0,000652998500025257;"P7";"Eif5a"
"Nme1";3,78330917204271e-08;1,54866891757928;0,164;0,086;0,000707857146089191;"P7";"Nme1"
"Hexdc";3,80990506951328e-08;1,68258077704192;0,145;0,056;0,000712833238505934;"P7";"Hexdc"
"Kif5a";3,90989005535036e-08;0,735096369530314;0,401;0,295;0,000731540429356053;"P7";"Kif5a"
"Rimklb";3,98012129962518e-08;2,05880925220999;0,104;0,028;0,000744680695159871;"P7";"Rimklb"
"Gsk3b";4,05852681516426e-08;0,940942531303478;0,285;0,177;0,000759350367117232;"P7";"Gsk3b"
"Rpl36";4,28613057800878e-08;1,21340012195606;0,224;0,125;0,000801935031145443;"P7";"Rpl36"
"Pcdh10";5,22546429352237e-08;1,31045542554608;0,19;0,11;0,000977684369318036;"P7";"Pcdh10"
"Bex4";5,32840970405574e-08;7,3631696141887;0,036;0;0,000996945455628828;"P7";"Bex4"
"Gabra5";5,3492494741242e-08;1,31848820674766;0,127;0,043;0,00100084457660864;"P7";"Gabra5"
"Mgst3";5,36833847412891e-08;2,35455123343539;0,084;0,017;0,00100441612850952;"P7";"Mgst3"
"Casp3";5,4488531384494e-08;2,16090013701174;0,098;0,028;0,00101948042220388;"P7";"Casp3"
"Arl8a";6,10424090648705e-08;1,47268394153517;0,153;0,062;0,00114210347360373;"P7";"Arl8a"
"Trpm3";6,5924350348016e-08;2,32765961198467;0,093;0,024;0,00123344459501138;"P7";"Trpm3"
"Slc39a6";6,74761338334163e-08;2,94438862279779;0,07;0,011;0,00126247846402322;"P7";"Slc39a6"
"Kmt2b";6,97658869255623e-08;1,55362616989556;0,141;0,075;0,00130531974437727;"P7";"Kmt2b"
"Ptprt";6,98411911667242e-08;2,26111033367468;0,099;0,026;0,00130672868672941;"P7";"Ptprt"
"Sema4g";7,04364479490919e-08;1,88341343551337;0,087;0,019;0,00131786594112751;"P7";"Sema4g"
"Psap";7,44137107335586e-08;0,779904972753245;0,408;0,293;0,00139228052782488;"P7";"Psap"
"Sema6a";7,81604493898115e-08;2,77689111911193;0,077;0,015;0,00146238200808337;"P7";"Sema6a"
"Dstn";7,82361995822582e-08;1,86551145021116;0,116;0,037;0,00146379929418405;"P7";"Dstn"
"Fscn1";8,39404651371734e-08;1,60001686024209;0,143;0,058;0,00157052610271651;"P7";"Fscn1"
"Rps14";8,62632374841626e-08;1,06955579913584;0,24;0,129;0,00161398517332868;"P7";"Rps14"
"Srgap3";9,6788354365515e-08;1,13543436145174;0,231;0,129;0,00181091011017878;"P7";"Srgap3"
"Gnaq";9,72318536761782e-08;1,39551575822823;0,178;0,084;0,00181920798228129;"P7";"Gnaq"
"Met";9,86847832057396e-08;2,89459803638712;0,069;0,011;0,00184639229377939;"P7";"Met"
"Timp2";1,0222106158627e-07;1,21714412026748;0,186;0,084;0,00191255606227912;"P7";"Timp2"
"Akr1a1";1,06276981724258e-07;1,67299328520758;0,14;0,058;0,00198844232806087;"P7";"Akr1a1"
"mt-Nd2";1,23512216576804e-07;0,390410242100592;0,855;0,806;0,00231091357215201;"P7";"mt-Nd2"
"Ndufv3";1,26193518972746e-07;2,08724666789591;0,103;0,034;0,00236108073998009;"P7";"Ndufv3"
"Sptan1";1,2723656179532e-07;0,611651739120976;0,48;0,371;0,00238059607119044;"P7";"Sptan1"
"Rps17";1,35484298573407e-07;1,33359078570175;0,182;0,086;0,00253491122630844;"P7";"Rps17"
"Ube2e3";1,40282571585038e-07;2,54832304442047;0,083;0,022;0,00262468691435607;"P7";"Ube2e3"
"Rpl37a";1,41006863436033e-07;1,02841942827916;0,251;0,138;0,00263823841488819;"P7";"Rpl37a"
"Cox6b1";1,44338338766085e-07;1,26492213679856;0,175;0,078;0,00270057031831345;"P7";"Cox6b1"
"Dnajc5";1,55016594967466e-07;1,1025611751212;0,19;0,093;0,00290036049184129;"P7";"Dnajc5"
"Vat1";1,6156658023834e-07;7,1183358534632;0,034;0;0,00302291071625935;"P7";"Vat1"
"Rpl34";1,71449340682369e-07;1,10745319581627;0,225;0,129;0,00320781716416712;"P7";"Rpl34"
"Cdk5r1";1,78062804935798e-07;1,05480703759625;0,231;0,123;0,00333155508034878;"P7";"Cdk5r1"
"Rpl5";1,79618758618622e-07;1,30052762940414;0,183;0,097;0,00336066697375442;"P7";"Rpl5"
"Dhcr24";1,84451006266592e-07;1,8980860087948;0,103;0,03;0,00345107832724794;"P7";"Dhcr24"
"Necab1";1,86640954137551e-07;2,30121192889643;0,099;0,03;0,00349205225191358;"P7";"Necab1"
"Cadm2";1,86651040376939e-07;0,677021940029215;0,463;0,371;0,00349224096545253;"P7";"Cadm2"
"Ablim3";1,93552701250409e-07;3,47876957113703;0,052;0,004;0,00362137104039516;"P7";"Ablim3"
"Sergef";2,01682347906676e-07;7,03952601448073;0,033;0;0,00377347672933391;"P7";"Sergef"
"Tmem178b";2,11812094415828e-07;0,984627790892901;0,265;0,162;0,00396300428652015;"P7";"Tmem178b"
"Flot1";2,31059249435665e-07;1,3203165880776;0,179;0,091;0,00432311855694129;"P7";"Flot1"
"Tubb4b";2,33399867605443e-07;1,50161590831199;0,153;0,082;0,00436691152289784;"P7";"Tubb4b"
"Syngr3";2,47864140597227e-07;1,40157772389744;0,138;0,054;0,00463753807057411;"P7";"Syngr3"
"Sms";2,47984581537755e-07;1,0842801263497;0,208;0,127;0,0046397915205714;"P7";"Sms"
"Rpl7";2,497232163651e-07;1,36957354788209;0,158;0,071;0,00467232137819102;"P7";"Rpl7"
"Rpl15";2,57982379939771e-07;0,818408645476638;0,303;0,19;0,00482685032867311;"P7";"Rpl15"
"Bex3";2,68820929095547e-07;1,19949342209901;0,167;0,073;0,00502963958337768;"P7";"Bex3"
"Hnrnpab";2,82650788245413e-07;3,01378559410261;0,067;0,013;0,00528839624807167;"P7";"Hnrnpab"
"Pnma3";2,86522660536275e-07;2,68383210922074;0,056;0,006;0,0053608389786337;"P7";"Pnma3"
"Hmgb3";2,91241822858475e-07;2,82541194733632;0,061;0,009;0,00544913450568208;"P7";"Hmgb3"
"Calb1";2,97780621491289e-07;2,04214064740623;0,04;0,002;0,00557147542810202;"P7";"Calb1"
"Fxyd5";3,00986512937671e-07;2,1258241726896;0,099;0,03;0,00563145765706383;"P7";"Fxyd5"
"L3mbtl4";3,142492140303e-07;7,03786788091914;0,032;0;0,00587960279450691;"P7";"L3mbtl4"
"Dcx";3,16793188831354e-07;1,37868980558559;0,17;0,082;0,00592720056303464;"P7";"Dcx"
"Fabp3";3,19394350352477e-07;1,71225676264299;0,115;0,039;0,00597586829509485;"P7";"Fabp3"
"Ap2m1";3,29778612076839e-07;1,29425932492526;0,178;0,097;0,00617015783195765;"P7";"Ap2m1"
"Tma7";3,41475466940818e-07;1,10028978372858;0,218;0,119;0,0063890059864627;"P7";"Tma7"
"Tbca";3,41950992380666e-07;2,08575568754307;0,093;0,026;0,00639790306744226;"P7";"Tbca"
"Ehbp1l1";3,45705490884058e-07;1,85373106854735;0,101;0,03;0,00646814973444072;"P7";"Ehbp1l1"
"Cgn";3,63533279593028e-07;2,84402113758346;0,065;0,011;0,00680170766118555;"P7";"Cgn"
"Rps4x";3,67423116360471e-07;1,10894171208578;0,198;0,103;0,00687448650710441;"P7";"Rps4x"
"Rpl9";3,73678998551205e-07;0,932621559962336;0,293;0,179;0,00699153406289304;"P7";"Rpl9"
"Fgd4";3,78397062880787e-07;1,56202083003105;0,122;0,043;0,00707980904649952;"P7";"Fgd4"
"Tmem150c";3,89919199597331e-07;1,31148050025028;0,163;0,073;0,00729538822446606;"P7";"Tmem150c"
"Tenm1";3,90198638954643e-07;1,53877214143364;0,144;0,065;0,00730061653484138;"P7";"Tenm1"
"Kif21b";3,90893948320426e-07;0,884520859697486;0,281;0,181;0,00731362577307516;"P7";"Kif21b"
"Abca8a";3,92253075962227e-07;6,97629989240068;0,032;0;0,00733905505125327;"P7";"Abca8a"
"Gnai2";4,0272197837365e-07;1,8073312171187;0,107;0,034;0,00753492821537099;"P7";"Gnai2"
"Cpne6";4,03734923154717e-07;1,27761803279927;0,194;0,099;0,00755388041222476;"P7";"Cpne6"
"Carmil3";4,10282017036605e-07;1,49793786253528;0,152;0,073;0,00767637653875489;"P7";"Carmil3"
"Kif5c";4,28334471163506e-07;0,695496777319187;0,36;0,291;0,0080141379554692;"P7";"Kif5c"
"Mtpn";4,34728251164164e-07;1,20568723009816;0,177;0,084;0,0081337655792815;"P7";"Mtpn"
"Slc6a6";4,65382626820549e-07;0,87842972237296;0,288;0,181;0,00870730894781247;"P7";"Slc6a6"
"Sumo2";4,69168492217779e-07;1,14955530157569;0,18;0,086;0,00877814248939464;"P7";"Sumo2"
"Igsf8";4,74829744163715e-07;1,73146286692308;0,115;0,043;0,00888406451330311;"P7";"Igsf8"
"Idh1";4,79949658224312e-07;3,95946310292563;0,049;0,004;0,00897985810537688;"P7";"Idh1"
"Romo1";4,82696374765832e-07;1,92949603108972;0,086;0,022;0,00903124917186872;"P7";"Romo1"
"Adora1";5,34434302308008e-07;1,35248082140259;0,157;0,069;0,00999926579618283;"P7";"Adora1"
"Ablim1";5,59561008497851e-07;1,01212792380718;0,245;0,151;0,0104693864689948;"P7";"Ablim1"
"Col9a3";5,82666609580104e-07;2,29454243047846;0,077;0,017;0,0109016922652437;"P7";"Col9a3"
